name,state_code,type,category,in_state_total,minority_enroll
Davenport University,MI,Private,Two Or More Races,32728,0.023178427997705107
Davidson College,NC,Private,Asian,65819,0.0576271186440678
Davidson College,NC,Private,Black,65819,0.06440677966101695
Davidson College,NC,Private,Hispanic,65819,0.06610169491525424
Davidson College,NC,Private,Non-Resident Foreign,65819,0.05875706214689266
Davidson College,NC,Private,Two Or More Races,65819,0.04011299435028248
DePaul University,IL,Private,Asian,54210,0.07466700281524434
DePaul University,IL,Private,Black,54210,0.08920542879952939
DePaul University,IL,Private,Hispanic,54210,0.14235892264380856
DePaul University,IL,Private,Non-Resident Foreign,54210,0.05802764822051347
DePaul University,IL,Private,Two Or More Races,54210,0.03340476490608849
DePauw University,IN,Private,Asian,62724,0.033860045146726865
DePauw University,IN,Private,Black,62724,0.05688487584650113
DePauw University,IN,Private,Hispanic,62724,0.03431151241534989
DePauw University,IN,Private,Non-Resident Foreign,62724,0.09390519187358916
DePauw University,IN,Private,Two Or More Races,62724,0.06501128668171557
DeSales University,PA,Private,Asian,50400,0.029153605015673982
DeSales University,PA,Private,Black,50400,0.04231974921630094
DeSales University,PA,Private,Hispanic,50400,0.08369905956112852
DeSales University,PA,Private,Non-Resident Foreign,50400,0
DeSales University,PA,Private,Two Or More Races,50400,0
Delaware State University,DE,Public,Asian,20058,0.010689106208778713
Delaware State University,DE,Public,Black,20058,0.6631794405276324
Delaware State University,DE,Public,Hispanic,20058,0.05139868091880828
Delaware State University,DE,Public,Non-Resident Foreign,20058,0.04912440300204685
Delaware State University,DE,Public,Two Or More Races,20058,0.036388446668182854
Delta State University,MS,Public,Asian,14968,0.006640841173215274
Delta State University,MS,Public,Black,14968,0.36662977310459327
Delta State University,MS,Public,Hispanic,14968,0.012451577199778638
Delta State University,MS,Public,Non-Resident Foreign,14968,0.030713890426120643
Delta State University,MS,Public,Two Or More Races,14968,0.0063641394576646375
Denison University,OH,Private,Asian,64670,0.03687445127304653
Denison University,OH,Private,Black,64670,0.06935908691834942
Denison University,OH,Private,Hispanic,64670,0.10052677787532924
Denison University,OH,Private,Non-Resident Foreign,64670,0.07243195785776997
Denison University,OH,Private,Two Or More Races,64670,0.03511852502194908
Dickinson College,PA,Private,Asian,68359,0.023265651438240272
Dickinson College,PA,Private,Black,68359,0.04103214890016921
Dickinson College,PA,Private,Hispanic,68359,0.06006768189509306
Dickinson College,PA,Private,Non-Resident Foreign,68359,0.08587140439932318
Dickinson College,PA,Private,Two Or More Races,68359,0.0338409475465313
Dickinson State University,ND,Public,Asian,13663,0.006085192697768763
Dickinson State University,ND,Public,Black,13663,0.04056795131845842
Dickinson State University,ND,Public,Hispanic,13663,0.04462474645030426
Dickinson State University,ND,Public,Non-Resident Foreign,13663,0.054090601757944556
Dickinson State University,ND,Public,Two Or More Races,13663,0.025693035835023664
Dillard University,LA,Private,Asian,28199,0
Dillard University,LA,Private,Black,28199,0.9233333333333333
Dillard University,LA,Private,Hispanic,28199,0.005
Dillard University,LA,Private,Non-Resident Foreign,28199,0.021666666666666667
Dillard University,LA,Private,Two Or More Races,28199,0.0075
Dominican College of Blauvelt,NY,Private,Asian,42150,0.11616161616161616
Dominican College of Blauvelt,NY,Private,Black,42150,0.1303030303030303
Dominican College of Blauvelt,NY,Private,Hispanic,42150,0.22121212121212122
Dominican College of Blauvelt,NY,Private,Non-Resident Foreign,42150,0.01818181818181818
Dominican College of Blauvelt,NY,Private,Two Or More Races,42150,0.00404040404040404
Dominican University,IL,Private,Asian,43675,0.03630646083476272
Dominican University,IL,Private,Black,43675,0.09005145797598628
Dominican University,IL,Private,Hispanic,43675,0.3244711263579188
Dominican University,IL,Private,Non-Resident Foreign,43675,0.025443110348770726
Dominican University,IL,Private,Two Or More Races,43675,0.00714694110920526
Dominican University of California,CA,Private,Asian,60660,0.16741629185407297
Dominican University of California,CA,Private,Black,60660,0.037481259370314844
Dominican University of California,CA,Private,Hispanic,60660,0.17791104447776113
Dominican University of California,CA,Private,Non-Resident Foreign,60660,0.01999000499750125
Dominican University of California,CA,Private,Two Or More Races,60660,0.038980509745127435
Dordt College,IA,Private,Asian,40460,0.008910212474297465
Dordt College,IA,Private,Black,40460,0.015078821110349555
Dordt College,IA,Private,Hispanic,40460,0.00822481151473612
Dordt College,IA,Private,Non-Resident Foreign,40460,0.08361891706648389
Dordt College,IA,Private,Two Or More Races,40460,0
Drake University,IA,Private,Asian,51924,0.039510075069142635
Drake University,IA,Private,Black,51924,0.03160806005531411
Drake University,IA,Private,Hispanic,51924,0.032200711181351246
Drake University,IA,Private,Non-Resident Foreign,51924,0.0555116554721454
Drake University,IA,Private,Two Or More Races,51924,0.01560647965231134
Drew University,NJ,Private,Asian,53608,0.04969238050165641
Drew University,NJ,Private,Black,53608,0.11784193090392807
Drew University,NJ,Private,Hispanic,53608,0.09654519640321817
Drew University,NJ,Private,Non-Resident Foreign,53608,0.08518693800283957
Drew University,NJ,Private,Two Or More Races,53608,0.024609559867486985
Drexel University,PA,Private,Asian,67358,0.11696194848059487
Drexel University,PA,Private,Black,67358,0.07796198641830115
Drexel University,PA,Private,Hispanic,67358,0.054023293751659776
Drexel University,PA,Private,Non-Resident Foreign,67358,0.1251564930384309
Drexel University,PA,Private,Two Or More Races,67358,0.02621495504381805
Drury University,MO,Private,Asian,36461,0.011387900355871887
Drury University,MO,Private,Black,36461,0.03772241992882562
Drury University,MO,Private,Hispanic,36461,0.048873072360616845
Drury University,MO,Private,Non-Resident Foreign,36461,0.0465005931198102
Drury University,MO,Private,Two Or More Races,36461,0.0199288256227758
Duke University,NC,Private,Asian,70873,0.14303733602421795
Duke University,NC,Private,Black,70873,0.07290615539858729
Duke University,NC,Private,Hispanic,70873,0.0502648839556004
Duke University,NC,Private,Non-Resident Foreign,70873,0.1828329969727548
Duke University,NC,Private,Two Or More Races,70873,0.023271947527749748
Duquesne University,PA,Private,Asian,50764,0.019485903814262025
Duquesne University,PA,Private,Black,50764,0.04757462686567164
Duquesne University,PA,Private,Hispanic,50764,0.02601575456053068
Duquesne University,PA,Private,Non-Resident Foreign,50764,0.05773217247097844
Duquesne University,PA,Private,Two Or More Races,50764,0.02093698175787728
East Carolina University,NC,Public,Asian,16794,0.028424993638908075
East Carolina University,NC,Public,Black,16794,0.15844571262404128
East Carolina University,NC,Public,Hispanic,16794,0.05445094689396968
East Carolina University,NC,Public,Non-Resident Foreign,16794,0.009159972374686489
East Carolina University,NC,Public,Two Or More Races,16794,0.02864308821925775
East Stroudsburg University of Pennsylvania,PA,Public,Asian,20784,0.015984748496847046
East Stroudsburg University of Pennsylvania,PA,Public,Black,20784,0.10441413697023023
East Stroudsburg University of Pennsylvania,PA,Public,Hispanic,20784,0.10265434814488927
East Stroudsburg University of Pennsylvania,PA,Public,Non-Resident Foreign,20784,0.014078310602727673
East Stroudsburg University of Pennsylvania,PA,Public,Two Or More Races,20784,0.029036515618125824
East Tennessee State University,TN,Public,Asian,17749,0.0160731605930442
East Tennessee State University,TN,Public,Black,17749,0.05958154357766385
East Tennessee State University,TN,Public,Hispanic,17749,0.02009145074130525
East Tennessee State University,TN,Public,Non-Resident Foreign,17749,0.033809061937092974
East Tennessee State University,TN,Public,Two Or More Races,17749,0.023624774837189968
East Texas Baptist University,TX,Private,Asian,35449,0.003079291762894534
East Texas Baptist University,TX,Private,Black,35449,0.20785219399538107
East Texas Baptist University,TX,Private,Hispanic,35449,0.1077752117013087
East Texas Baptist University,TX,Private,Non-Resident Foreign,35449,0.01924557351809084
East Texas Baptist University,TX,Private,Two Or More Races,35449,0.033102386451116246
Eastern Connecticut State University,CT,Public,Asian,24916,0.028560620389634955
Eastern Connecticut State University,CT,Public,Black,24916,0.06544354076035559
Eastern Connecticut State University,CT,Public,Hispanic,24916,0.09116701342916587
Eastern Connecticut State University,CT,Public,Non-Resident Foreign,24916,0.010402874976357102
Eastern Connecticut State University,CT,Public,Two Or More Races,24916,0.0259126158501986
Eastern Illinois University,IL,Public,Asian,21685,0.008975653539773365
Eastern Illinois University,IL,Public,Black,21685,0.1682935038707506
Eastern Illinois University,IL,Public,Hispanic,21685,0.049814877145742176
Eastern Illinois University,IL,Public,Non-Resident Foreign,21685,0.030629417704476608
Eastern Illinois University,IL,Public,Two Or More Races,21685,0.018961068102771234
Eastern Kentucky University,KY,Public,Asian,18314,0.008708984973934375
Eastern Kentucky University,KY,Public,Black,18314,0.05930696105489114
Eastern Kentucky University,KY,Public,Hispanic,18314,0.020423183072677095
Eastern Kentucky University,KY,Public,Non-Resident Foreign,18314,0.018215271389144434
Eastern Kentucky University,KY,Public,Two Or More Races,18314,0.021895124195032197
Eastern Mennonite University,VA,Private,Asian,48260,0.02536873156342183
Eastern Mennonite University,VA,Private,Black,48260,0.07374631268436578
Eastern Mennonite University,VA,Private,Hispanic,48260,0.05958702064896755
Eastern Mennonite University,VA,Private,Non-Resident Foreign,48260,0.032448377581120944
Eastern Mennonite University,VA,Private,Two Or More Races,48260,0.012979351032448377
Eastern Michigan University,MI,Public,Asian,23813,0.02522208829962948
Eastern Michigan University,MI,Public,Black,23813,0.18119726797910807
Eastern Michigan University,MI,Public,Hispanic,23813,0.037051917325119414
Eastern Michigan University,MI,Public,Non-Resident Foreign,23813,0.03370385250658453
Eastern Michigan University,MI,Public,Two Or More Races,23813,0.031427168429980806
Eastern Nazarene College,MA,Private,Asian,35222,0.016515276630883566
Eastern Nazarene College,MA,Private,Black,35222,0.21635012386457472
Eastern Nazarene College,MA,Private,Hispanic,35222,0.11973575557390587
Eastern Nazarene College,MA,Private,Non-Resident Foreign,35222,0.02477291494632535
Eastern Nazarene College,MA,Private,Two Or More Races,35222,0.0305532617671346
Eastern New Mexico University,NM,Public,Asian,13368,0.01122639904745705
Eastern New Mexico University,NM,Public,Black,13368,0.04354482054771219
Eastern New Mexico University,NM,Public,Hispanic,13368,0.329477802347338
Eastern New Mexico University,NM,Public,Non-Resident Foreign,13368,0.021432216363327098
Eastern New Mexico University,NM,Public,Two Or More Races,13368,0.02466405851335261
Eastern Oregon University,OR,Public,Asian,18719,0.02107856556255133
Eastern Oregon University,OR,Public,Black,18719,0.027101012866137423
Eastern Oregon University,OR,Public,Hispanic,18719,0.06268820147823706
Eastern Oregon University,OR,Public,Non-Resident Foreign,18719,0.01368738023542294
Eastern Oregon University,OR,Public,Two Or More Races,18719,0.012866137421297564
Eastern University,PA,Private,Asian,44376,0.019936204146730464
Eastern University,PA,Private,Black,44376,0.26900584795321636
Eastern University,PA,Private,Hispanic,44376,0.11164274322169059
Eastern University,PA,Private,Non-Resident Foreign,44376,0.03349282296650718
Eastern University,PA,Private,Two Or More Races,44376,0.004518872939925572
Eastern Washington University,WA,Public,Asian,20116,0.029361480710622168
Eastern Washington University,WA,Public,Black,20116,0.03211179662528804
Eastern Washington University,WA,Public,Hispanic,20116,0.13171783245372778
Eastern Washington University,WA,Public,Non-Resident Foreign,20116,0.030030476473649
Eastern Washington University,WA,Public,Two Or More Races,20116,0.04489704898535642
Eckerd College,FL,Private,Asian,57128,0.016802688430148822
Eckerd College,FL,Private,Black,57128,0.048487758041286605
Eckerd College,FL,Private,Hispanic,57128,0.07825252040326452
Eckerd College,FL,Private,Non-Resident Foreign,57128,0.04272683629380701
Eckerd College,FL,Private,Two Or More Races,57128,0.028804608737397985
Edgewood College,WI,Private,Asian,40520,0.024496644295302013
Edgewood College,WI,Private,Black,40520,0.027516778523489934
Edgewood College,WI,Private,Hispanic,40520,0.05100671140939597
Edgewood College,WI,Private,Non-Resident Foreign,40520,0.04194630872483222
Edgewood College,WI,Private,Two Or More Races,40520,0.02214765100671141
Edinboro University of Pennsylvania,PA,Public,Asian,19951,0.008044463946175223
Edinboro University of Pennsylvania,PA,Public,Black,19951,0.08117595436594997
Edinboro University of Pennsylvania,PA,Public,Hispanic,19951,0.02647359953195846
Edinboro University of Pennsylvania,PA,Public,Non-Resident Foreign,19951,0.016527716834869095
Edinboro University of Pennsylvania,PA,Public,Two Or More Races,19951,0.022231973087611524
Elizabeth City State University,NC,Public,Asian,12034,0.003749330476700589
Elizabeth City State University,NC,Public,Black,12034,0.7316550615961436
Elizabeth City State University,NC,Public,Hispanic,12034,0.01339046598821639
Elizabeth City State University,NC,Public,Non-Resident Foreign,12034,0.0021424745581146223
Elizabeth City State University,NC,Public,Two Or More Races,12034,0.00856989823245849
Elizabethtown College,PA,Private,Asian,58310,0.01756311745334797
Elizabethtown College,PA,Private,Black,58310,0.025246981339187707
Elizabethtown College,PA,Private,Hispanic,58310,0.036223929747530186
Elizabethtown College,PA,Private,Non-Resident Foreign,58310,0.03732162458836443
Elizabethtown College,PA,Private,Two Or More Races,58310,0.015367727771679473
Elmhurst College,IL,Private,Asian,47421,0.04758980657046362
Elmhurst College,IL,Private,Black,47421,0.04728277556033159
Elmhurst College,IL,Private,Hispanic,47421,0.14062020264046668
Elmhurst College,IL,Private,Non-Resident Foreign,47421,0.00644765121277249
Elmhurst College,IL,Private,Two Or More Races,47421,0.028860914952410194
Elmira College,NY,Private,Asian,53900,0.017543859649122806
Elmira College,NY,Private,Black,53900,0.03576248313090418
Elmira College,NY,Private,Hispanic,53900,0.02699055330634278
Elmira College,NY,Private,Non-Resident Foreign,53900,0.0465587044534413
Elmira College,NY,Private,Two Or More Races,53900,0.022941970310391364
Elms College,MA,Private,Asian,48896,0.022714036109493303
Elms College,MA,Private,Black,48896,0.0716365754222481
Elms College,MA,Private,Hispanic,48896,0.07454863133372161
Elms College,MA,Private,Non-Resident Foreign,48896,0.009900990099009901
Elms College,MA,Private,Two Or More Races,48896,0
Elon University,NC,Private,Asian,47549,0.02252043806879531
Elon University,NC,Private,Black,47549,0.06031158414314361
Elon University,NC,Private,Hispanic,47549,0.04874286595711862
Elon University,NC,Private,Non-Resident Foreign,47549,0.016504704612062316
Elon University,NC,Private,Two Or More Races,47549,0.016967453339503315
Emerson College,MA,Private,Asian,64542,0.03762376237623762
Emerson College,MA,Private,Black,64542,0.030583058305830583
Emerson College,MA,Private,Hispanic,64542,0.09504950495049505
Emerson College,MA,Private,Non-Resident Foreign,64542,0.0814081408140814
Emerson College,MA,Private,Two Or More Races,64542,0.042024202420242025
Emory & Henry College,VA,Private,Asian,47235,0.004816955684007707
Emory & Henry College,VA,Private,Black,47235,0.09922928709055877
Emory & Henry College,VA,Private,Hispanic,47235,0.019267822736030827
Emory & Henry College,VA,Private,Non-Resident Foreign,47235,0.01348747591522158
Emory & Henry College,VA,Private,Two Or More Races,47235,0.024084778420038536
Emory University,GA,Private,Asian,65762,0.15444512153835738
Emory University,GA,Private,Black,65762,0.09980364276525154
Emory University,GA,Private,Hispanic,65762,0.059178007989708174
Emory University,GA,Private,Non-Resident Foreign,65762,0.15959103527659285
Emory University,GA,Private,Two Or More Races,65762,0.02288577425688943
Emporia State University,KS,Public,Asian,15670,0.00850507033038927
Emporia State University,KS,Public,Black,15670,0.04448806018972849
Emporia State University,KS,Public,Hispanic,15670,0.05544651619234544
Emporia State University,KS,Public,Non-Resident Foreign,15670,0.09012103369316324
Emporia State University,KS,Public,Two Or More Races,15670,0.046777886817140985
Endicott College,MA,Private,Asian,48776,0.011289230074508919
Endicott College,MA,Private,Black,48776,0.02596522917137051
Endicott College,MA,Private,Hispanic,48776,0.032512982614585684
Endicott College,MA,Private,Non-Resident Foreign,48776,0.014901783698351772
Endicott College,MA,Private,Two Or More Races,48776,0.01241815308195981
Evangel University,MO,Private,Asian,31818,0.01794616151545364
Evangel University,MO,Private,Black,31818,0.041375872382851446
Evangel University,MO,Private,Hispanic,31818,0.04685942173479561
Evangel University,MO,Private,Non-Resident Foreign,31818,0.004985044865403789
Evangel University,MO,Private,Two Or More Races,31818,0.03040877367896311
Evergreen State College,WA,Public,Asian,19295,0.02156909220194359
Evergreen State College,WA,Public,Black,19295,0.0538042190092439
Evergreen State College,WA,Public,Hispanic,19295,0.07679544915856838
Evergreen State College,WA,Public,Non-Resident Foreign,19295,0.004503436833372837
Evergreen State College,WA,Public,Two Or More Races,19295,0.07442521924626688
Fairfield University,CT,Private,Asian,63060,0.022057388249072808
Fairfield University,CT,Private,Black,63060,0.026742143275424558
Fairfield University,CT,Private,Hispanic,63060,0.06870974038649229
Fairfield University,CT,Private,Non-Resident Foreign,63060,0.06636736287331642
Fairfield University,CT,Private,Two Or More Races,63060,0.013078274448565293
Fairmont State University,WV,Public,Asian,16518,0.0044609665427509295
Fairmont State University,WV,Public,Black,16518,0.053035935563816604
Fairmont State University,WV,Public,Hispanic,16518,0.01883519206939281
Fairmont State University,WV,Public,Non-Resident Foreign,16518,0.026270136307311027
Fairmont State University,WV,Public,Two Or More Races,16518,0.02379182156133829
Fashion Institute of Technology,NY,Public,Asian,20220,0.10077836952068825
Fashion Institute of Technology,NY,Public,Black,20220,0.09616960262187628
Fashion Institute of Technology,NY,Public,Hispanic,20220,0.16110200737402705
Fashion Institute of Technology,NY,Public,Non-Resident Foreign,20220,0.1240270380991397
Fashion Institute of Technology,NY,Public,Two Or More Races,20220,0.0340024580090127
Faulkner University,AL,Private,Asian,29440,0.005697151424287856
Faulkner University,AL,Private,Black,29440,0.4512743628185907
Faulkner University,AL,Private,Hispanic,29440,0.021289355322338832
Faulkner University,AL,Private,Non-Resident Foreign,29440,0.014692653673163419
Faulkner University,AL,Private,Two Or More Races,29440,0.015592203898050975
Fayetteville State University,NC,Public,Asian,13151,0.015765383963383624
Fayetteville State University,NC,Public,Black,13151,0.6429903373453127
Fayetteville State University,NC,Public,Hispanic,13151,0.06373961688421767
Fayetteville State University,NC,Public,Non-Resident Foreign,13151,0.002881844380403458
Fayetteville State University,NC,Public,Two Or More Races,13151,0.007967452110527209
Felician University,NJ,Private,Asian,47195,0.06861239119303636
Felician University,NJ,Private,Black,47195,0.19559651817716334
Felician University,NJ,Private,Hispanic,47195,0.2488479262672811
Felician University,NJ,Private,Non-Resident Foreign,47195,0.026625704045058884
Felician University,NJ,Private,Two Or More Races,47195,0.006144393241167435
Ferris State University,MI,Public,Asian,22524,0.014178082191780822
Ferris State University,MI,Public,Black,22524,0.06938356164383562
Ferris State University,MI,Public,Hispanic,22524,0.038082191780821915
Ferris State University,MI,Public,Non-Resident Foreign,22524,0.03006849315068493
Ferris State University,MI,Public,Two Or More Races,22524,0.03034246575342466
Ferrum College,VA,Private,Asian,45675,0.0055134390075809786
Ferrum College,VA,Private,Black,45675,0.3004824259131633
Ferrum College,VA,Private,Hispanic,45675,0.05306685044796692
Ferrum College,VA,Private,Non-Resident Foreign,45675,0.009648518263266712
Ferrum College,VA,Private,Two Or More Races,45675,0.04755341144038594
Fisher College,MA,Private,Asian,47310,0.013333333333333334
Fisher College,MA,Private,Black,47310,0.09013333333333333
Fisher College,MA,Private,Hispanic,47310,0.08373333333333334
Fisher College,MA,Private,Non-Resident Foreign,47310,0.0656
Fisher College,MA,Private,Two Or More Races,47310,0.012266666666666667
Fitchburg State University,MA,Public,Asian,21277,0.018061674008810574
Fitchburg State University,MA,Public,Black,21277,0.051982378854625554
Fitchburg State University,MA,Public,Hispanic,21277,0.07165932452276065
Fitchburg State University,MA,Public,Non-Resident Foreign,21277,0.012187958883994127
Fitchburg State University,MA,Public,Two Or More Races,21277,0.02011747430249633
Florida Atlantic University,FL,Public,Asian,17935,0.04350265702874872
Florida Atlantic University,FL,Public,Black,17935,0.1874112948476747
Florida Atlantic University,FL,Public,Hispanic,17935,0.23946265306796052
Florida Atlantic University,FL,Public,Non-Resident Foreign,17935,0.024358847410634717
Florida Atlantic University,FL,Public,Two Or More Races,17935,0.030498069115754034
Florida Gulf Coast University,FL,Public,Asian,16274,0.01623713120983901
Florida Gulf Coast University,FL,Public,Black,16274,0.07337801423340012
Florida Gulf Coast University,FL,Public,Hispanic,16274,0.1829613763559732
Florida Gulf Coast University,FL,Public,Non-Resident Foreign,16274,0.01596075450839494
Florida Gulf Coast University,FL,Public,Two Or More Races,16274,0.025772127409659364
Florida Institute of Technology,FL,Private,Asian,54730,0.02721726888784608
Florida Institute of Technology,FL,Private,Black,54730,0.08337243860472392
Florida Institute of Technology,FL,Private,Hispanic,54730,0.05615516971687783
Florida Institute of Technology,FL,Private,Non-Resident Foreign,54730,0.35100891600187706
Florida Institute of Technology,FL,Private,Two Or More Races,54730,0.015172845299546378
Florida International University,FL,Public,Asian,17440,0.028905462608345093
Florida International University,FL,Public,Black,17440,0.12047974198750253
Florida International University,FL,Public,Hispanic,17440,0.6291271920983673
Florida International University,FL,Public,Non-Resident Foreign,17440,0.0729490022172949
Florida International University,FL,Public,Two Or More Races,17440,0.021003829873009475
Florida Memorial University,FL,Private,Asian,23352,0.001963350785340314
Florida Memorial University,FL,Private,Black,23352,0.7205497382198953
Florida Memorial University,FL,Private,Hispanic,23352,0.046465968586387435
Florida Memorial University,FL,Private,Non-Resident Foreign,23352,0.1256544502617801
Florida Memorial University,FL,Private,Two Or More Races,23352,0.006544502617801047
Florida Southern College,FL,Private,Asian,47998,0.018726591760299626
Florida Southern College,FL,Private,Black,47998,0.06853932584269663
Florida Southern College,FL,Private,Hispanic,47998,0.099625468164794
Florida Southern College,FL,Private,Non-Resident Foreign,47998,0.04868913857677903
Florida Southern College,FL,Private,Two Or More Races,47998,0.03146067415730337
Florida State University,FL,Public,Asian,17332,0.02495997671372435
Florida State University,FL,Public,Black,17332,0.08191432591083297
Florida State University,FL,Public,Hispanic,17332,0.1599476058797846
Florida State University,FL,Public,Non-Resident Foreign,17332,0.04548100713142192
Florida State University,FL,Public,Two Or More Races,17332,0.025784698976374133
Fontbonne University,MO,Private,Asian,36870,0.012094557449147883
Fontbonne University,MO,Private,Black,36870,0.17042330951072018
Fontbonne University,MO,Private,Hispanic,36870,0.02308960967564596
Fontbonne University,MO,Private,Non-Resident Foreign,36870,0.1022539857064321
Fontbonne University,MO,Private,Two Or More Races,36870,0.01154480483782298
Fordham University,NY,Private,Asian,70656,0.07642308449871972
Fordham University,NY,Private,Black,70656,0.06296369246930603
Fordham University,NY,Private,Hispanic,70656,0.12336681767447968
Fordham University,NY,Private,Non-Resident Foreign,70656,0.12487689580460902
Fordham University,NY,Private,Two Or More Races,70656,0.02757533976757928
Fort Hays State University,KS,Public,Asian,13433,0.009403254972875226
Fort Hays State University,KS,Public,Black,13433,0.03717902350813743
Fort Hays State University,KS,Public,Hispanic,13433,0.06343580470162749
Fort Hays State University,KS,Public,Non-Resident Foreign,13433,0.2576491862567812
Fort Hays State University,KS,Public,Two Or More Races,13433,0.020325497287522604
Fort Lewis College,CO,Public,Asian,18918,0.006330783434450013
Fort Lewis College,CO,Public,Black,18918,0.0081772619361646
Fort Lewis College,CO,Public,Hispanic,18918,0.10234766552360855
Fort Lewis College,CO,Public,Non-Resident Foreign,18918,0.013980480084410446
Fort Lewis College,CO,Public,Two Or More Races,18918,0.05987865998417304
Fort Valley State University,GA,Public,Asian,15036,0.001156515034695451
Fort Valley State University,GA,Public,Black,15036,0.9144178874325366
Fort Valley State University,GA,Public,Hispanic,15036,0.011950655358519661
Fort Valley State University,GA,Public,Non-Resident Foreign,15036,0.005782575173477255
Fort Valley State University,GA,Public,Two Or More Races,15036,0.012721665381649962
Framingham State University,MA,Public,Asian,22641,0.027388829050623172
Framingham State University,MA,Public,Black,22641,0.06031697184182182
Framingham State University,MA,Public,Hispanic,22641,0.08139713802123404
Framingham State University,MA,Public,Non-Resident Foreign,22641,0.005385443914448377
Framingham State University,MA,Public,Two Or More Races,22641,0.02831204800738575
Francis Marion University,SC,Public,Asian,19108,0.01191683569979716
Francis Marion University,SC,Public,Black,19108,0.45081135902636915
Francis Marion University,SC,Public,Hispanic,19108,0.014198782961460446
Francis Marion University,SC,Public,Non-Resident Foreign,19108,0.015973630831643004
Francis Marion University,SC,Public,Two Or More Races,19108,0.009634888438133874
Franciscan University of Steubenville,OH,Private,Asian,36130,0.018422991893883568
Franciscan University of Steubenville,OH,Private,Black,36130,0.004421518054532056
Franciscan University of Steubenville,OH,Private,Hispanic,36130,0.09137803979366249
Franciscan University of Steubenville,OH,Private,Non-Resident Foreign,36130,0.012896094325718496
Franciscan University of Steubenville,OH,Private,Two Or More Races,36130,0.020633750921149593
Franklin & Marshall College,PA,Private,Asian,70800,0.045722046174739704
Franklin & Marshall College,PA,Private,Black,70800,0.0552286102308737
Franklin & Marshall College,PA,Private,Hispanic,70800,0.08012675418741512
Franklin & Marshall College,PA,Private,Non-Resident Foreign,70800,0.13580805794477138
Franklin & Marshall College,PA,Private,Two Or More Races,70800,0.019918515165233137
Franklin Pierce University,NH,Private,Asian,50245,0.015824175824175824
Franklin Pierce University,NH,Private,Black,50245,0.03560439560439561
Franklin Pierce University,NH,Private,Hispanic,50245,0.017582417582417582
Franklin Pierce University,NH,Private,Non-Resident Foreign,50245,0.023736263736263738
Franklin Pierce University,NH,Private,Two Or More Races,50245,0.027692307692307693
Franklin University,OH,Private,Asian,15805,0.034193998604326585
Franklin University,OH,Private,Black,15805,0.20917655268667132
Franklin University,OH,Private,Hispanic,15805,0.0314026517794836
Franklin University,OH,Private,Non-Resident Foreign,15805,0.0157013258897418
Franklin University,OH,Private,Two Or More Races,15805,0.03087927424982554
Freed-Hardeman University,TN,Private,Asian,30210,0.005356186395286556
Freed-Hardeman University,TN,Private,Black,30210,0.12319228709159079
Freed-Hardeman University,TN,Private,Hispanic,30210,0.020353508302088912
Freed-Hardeman University,TN,Private,Non-Resident Foreign,30210,0.017675415104445636
Freed-Hardeman University,TN,Private,Two Or More Races,30210,0.014997321906802356
Fresno Pacific University,CA,Private,Asian,40128,0.04308849045691151
Fresno Pacific University,CA,Private,Black,40128,0.05147484094852516
Fresno Pacific University,CA,Private,Hispanic,40128,0.3973395026026605
Fresno Pacific University,CA,Private,Non-Resident Foreign,40128,0.01850780798149219
Fresno Pacific University,CA,Private,Two Or More Races,40128,0.016483516483516484
Friends University,KS,Private,Asian,36387,0.02709883103081828
Friends University,KS,Private,Black,36387,0.10839532412327312
Friends University,KS,Private,Hispanic,36387,0.036131774707757705
Friends University,KS,Private,Non-Resident Foreign,36387,0
Friends University,KS,Private,Two Or More Races,36387,0.06269925611052073
Frostburg State University,MD,Public,Asian,19374,0.01753764393268379
Frostburg State University,MD,Public,Black,19374,0.25969884853852965
Frostburg State University,MD,Public,Hispanic,19374,0.04322409211691763
Frostburg State University,MD,Public,Non-Resident Foreign,19374,0.02178919397697077
Frostburg State University,MD,Public,Two Or More Races,19374,0.03950398582816652
Furman University,SC,Private,Asian,62244,0.01782711066263034
Furman University,SC,Private,Black,62244,0.05314497140935082
Furman University,SC,Private,Hispanic,62244,0.03800874537504204
Furman University,SC,Private,Non-Resident Foreign,62244,0.047090480995627314
Furman University,SC,Private,Two Or More Races,62244,0.024890682811974436
Gannon University,PA,Private,Asian,44786,0.014285714285714285
Gannon University,PA,Private,Black,44786,0.037868480725623585
Gannon University,PA,Private,Hispanic,44786,0.02018140589569161
Gannon University,PA,Private,Non-Resident Foreign,44786,0.13514739229024944
Gannon University,PA,Private,Two Or More Races,44786,0.013605442176870748
Gardner-Webb University,NC,Private,Asian,41610,0.009619686800894854
Gardner-Webb University,NC,Private,Black,41610,0.20850111856823267
Gardner-Webb University,NC,Private,Hispanic,41610,0.02371364653243848
Gardner-Webb University,NC,Private,Non-Resident Foreign,41610,0.011185682326621925
Gardner-Webb University,NC,Private,Two Or More Races,41610,0
Geneva College,PA,Private,Asian,36900,0.006988934187536401
Geneva College,PA,Private,Black,36900,0.09959231217239371
Geneva College,PA,Private,Hispanic,36900,0.009318578916715201
Geneva College,PA,Private,Non-Resident Foreign,36900,0.0017472335468841002
Geneva College,PA,Private,Two Or More Races,36900,0.019801980198019802
George Fox University,OR,Private,Asian,47270,0.035129424194400426
George Fox University,OR,Private,Black,47270,0.017960908610670893
